"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"N6ZDJZMV","book","2025","Jorm, Anthony","Expert Consensus in Science","","978-981-97-9222-1 978-981-97-9221-4","","10.1007/978-981-97-9222-1","https://library.oapen.org/handle/20.500.12657/97052","This Open Access book shows how expert consensus pervades all areas of science. It explores, in particular, the role of consensus in establishing scientific truth, in guiding professional practice and policy and agreeing on what are acceptable scientific methodologies. For some scientific issues, a consensus forms spontaneously among scientists working on a topic, while for others, where the issues are complex, a formal deliberative consensus process is commonly needed. Deliberative consensus processes are becoming more important as scientists increasingly deal with complex multi-disciplinary issues of policy importance such as climate change due to human activity. While deliberative consensus processes are commonly used, they often lead to criticism from consensus skeptics. The book argues that deliberative consensus processes in science can be improved and proposes a number of realistic ways forward, ending with a discussion of whether communicating the scientific consensus on a topic is a good way to persuade the public.","2025","2025-03-11 13:08:36","2026-02-17 15:12:04","2025-03-11 13:08:36","","","","","","","","","","","","Springer Nature","","English","","","","","library.oapen.org","","Accepted: 2025-01-13T13:46:45Z","","/Users/kathsherratt/Zotero/storage/A7BNKINK/Jorm - 2025 - Expert Consensus in Science.pdf","","","STS; climate change; consensus; decision making; Delphi method; global warming; practice guidelines; research methods; thema EDItEUR::J Society and Social Sciences::JB Society and culture: general; thema EDItEUR::J Society and Social Sciences::JB Society and culture: general::JBC Cultural and media studies::JBCT Media studies; thema EDItEUR::J Society and Social Sciences::JH Sociology and anthropology::JHB Sociology; thema EDItEUR::P Mathematics and Science::PD Science: general issues::PDA Philosophy of science; trust in science; wisdom of crowds","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4A2RAJC7","journalArticle","2009","Soll, Jack B.; Larrick, Richard P.","Strategies for revising judgment: How (and how well) people use others’ opinions","Journal of Experimental Psychology: Learning, Memory, and Cognition","","1939-1285","10.1037/a0015145","","A basic issue in social influence is how best to change one’s judgment in response to learning the opinions of others. This article examines the strategies that people use to revise their quantitative estimates on the basis of the estimates of another person. The authors note that people tend to use 2 basic strategies when revising estimates: choosing between the 2 estimates and averaging them. The authors developed the probability, accuracy, redundancy (PAR) model to examine the relative effectiveness of these two strategies across judgment environments. A surprising result was that averaging was the more effective strategy across a wide range of commonly encountered environments. The authors observed that despite this finding, people tend to favor the choosing strategy. Most participants in these studies would have achieved greater accuracy had they always averaged. The identification of intuitive strategies, along with a formal analysis of when they are accurate, provides a basis for examining how effectively people use the judgments of others. Although a portfolio of strategies that includes averaging and choosing can be highly effective, the authors argue that people are not generally well adapted to the environment in terms of strategy selection. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","2009","2025-04-08 14:33:35","2026-02-17 15:12:04","","780-805","","3","35","","","Strategies for revising judgment","","","","","American Psychological Association","","","","","","","APA PsycNet","","Place: US","","/Users/kathsherratt/Zotero/storage/K43HDJRE/doiLanding.html; /Users/kathsherratt/Zotero/storage/V32PRLAH/Soll and Larrick - 2009 - Strategies for revising judgment How (and how wel.pdf","","","Judgment; Attitudes; Group Decision Making; Problem Solving; Social Influences","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CA3HA3AN","journalArticle","2022","Breznau, Nate; Rinke, Eike Mark; Wuttke, Alexander; Nguyen, Hung H. V.; Adem, Muna; Adriaans, Jule; Alvarez-Benjumea, Amalia; Andersen, Henrik K.; Auer, Daniel; Azevedo, Flavio; Bahnsen, Oke; Balzer, Dave; Bauer, Gerrit; Bauer, Paul C.; Baumann, Markus; Baute, Sharon; Benoit, Verena; Bernauer, Julian; Berning, Carl; Berthold, Anna; Bethke, Felix S.; Biegert, Thomas; Blinzler, Katharina; Blumenberg, Johannes N.; Bobzien, Licia; Bohman, Andrea; Bol, Thijs; Bostic, Amie; Brzozowska, Zuzanna; Burgdorf, Katharina; Burger, Kaspar; Busch, Kathrin B.; Carlos-Castillo, Juan; Chan, Nathan; Christmann, Pablo; Connelly, Roxanne; Czymara, Christian S.; Damian, Elena; Ecker, Alejandro; Edelmann, Achim; Eger, Maureen A.; Ellerbrock, Simon; Forke, Anna; Forster, Andrea; Gaasendam, Chris; Gavras, Konstantin; Gayle, Vernon; Gessler, Theresa; Gnambs, Timo; Godefroidt, Amélie; Grömping, Max; Groß, Martin; Gruber, Stefan; Gummer, Tobias; Hadjar, Andreas; Heisig, Jan Paul; Hellmeier, Sebastian; Heyne, Stefanie; Hirsch, Magdalena; Hjerm, Mikael; Hochman, Oshrat; Hövermann, Andreas; Hunger, Sophia; Hunkler, Christian; Huth, Nora; Ignácz, Zsófia S.; Jacobs, Laura; Jacobsen, Jannes; Jaeger, Bastian; Jungkunz, Sebastian; Jungmann, Nils; Kauff, Mathias; Kleinert, Manuel; Klinger, Julia; Kolb, Jan-Philipp; Kołczyńska, Marta; Kuk, John; Kunißen, Katharina; Kurti Sinatra, Dafina; Langenkamp, Alexander; Lersch, Philipp M.; Löbel, Lea-Maria; Lutscher, Philipp; Mader, Matthias; Madia, Joan E.; Malancu, Natalia; Maldonado, Luis; Marahrens, Helge; Martin, Nicole; Martinez, Paul; Mayerl, Jochen; Mayorga, Oscar J.; McManus, Patricia; McWagner, Kyle; Meeusen, Cecil; Meierrieks, Daniel; Mellon, Jonathan; Merhout, Friedolin; Merk, Samuel; Meyer, Daniel; Micheli, Leticia; Mijs, Jonathan; Moya, Cristóbal; Neunhoeffer, Marcel; Nüst, Daniel; Nygård, Olav; Ochsenfeld, Fabian; Otte, Gunnar; Pechenkina, Anna O.; Prosser, Christopher; Raes, Louis; Ralston, Kevin; Ramos, Miguel R.; Roets, Arne; Rogers, Jonathan; Ropers, Guido; Samuel, Robin; Sand, Gregor; Schachter, Ariela; Schaeffer, Merlin; Schieferdecker, David; Schlueter, Elmar; Schmidt, Regine; Schmidt, Katja M.; Schmidt-Catran, Alexander; Schmiedeberg, Claudia; Schneider, Jürgen; Schoonvelde, Martijn; Schulte-Cloos, Julia; Schumann, Sandy; Schunck, Reinhard; Schupp, Jürgen; Seuring, Julian; Silber, Henning; Sleegers, Willem; Sonntag, Nico; Staudt, Alexander; Steiber, Nadia; Steiner, Nils; Sternberg, Sebastian; Stiers, Dieter; Stojmenovska, Dragana; Storz, Nora; Striessnig, Erich; Stroppe, Anne-Kathrin; Teltemann, Janna; Tibajev, Andrey; Tung, Brian; Vagni, Giacomo; Van Assche, Jasper; van der Linden, Meta; van der Noll, Jolanda; Van Hootegem, Arno; Vogtenhuber, Stefan; Voicu, Bogdan; Wagemans, Fieke; Wehl, Nadja; Werner, Hannah; Wiernik, Brenton M.; Winter, Fabian; Wolf, Christof; Yamada, Yuki; Zhang, Nan; Ziller, Conrad; Zins, Stefan; Żółtak, Tomasz","Observing many researchers using the same data and hypothesis reveals a hidden universe of uncertainty","Proceedings of the National Academy of Sciences","","","10.1073/pnas.2203150119","https://www.pnas.org/doi/10.1073/pnas.2203150119","This study explores how researchers’ analytical choices affect the reliability of scientific findings. Most discussions of reliability problems in science focus on systematic biases. We broaden the lens to emphasize the idiosyncrasy of conscious and unconscious decisions that researchers make during data analysis. We coordinated 161 researchers in 73 research teams and observed their research decisions as they used the same data to independently test the same prominent social science hypothesis: that greater immigration reduces support for social policies among the public. In this typical case of social science research, research teams reported both widely diverging numerical findings and substantive conclusions despite identical start conditions. Researchers’ expertise, prior beliefs, and expectations barely predict the wide variation in research outcomes. More than 95% of the total variance in numerical results remains unexplained even after qualitative coding of all identifiable decisions in each team’s workflow. This reveals a universe of uncertainty that remains hidden when considering a single study in isolation. The idiosyncratic nature of how researchers’ results and conclusions varied is a previously underappreciated explanation for why many scientific hypotheses remain contested. These results call for greater epistemic humility and clarity in reporting scientific findings.","2022-11","2025-05-11 20:16:03","2026-02-17 15:12:04","2025-05-11 20:16:03","e2203150119","","44","119","","","","","","","","Proceedings of the National Academy of Sciences","","","","","","","pnas.org (Atypon)","","","","/Users/kathsherratt/Zotero/storage/52BYULTF/Breznau et al. - 2022 - Observing many researchers using the same data and.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IDV69KRD","journalArticle","2002","Chalmers, Iain; Hedges, Larry V.; Cooper, Harris","A Brief History of Research Synthesis","Evaluation & the Health Professions","","0163-2787","10.1177/0163278702025001003","https://doi.org/10.1177/0163278702025001003","Science is supposed to be cumulative, but scientists only rarely cumulate evidence scientifically. This means that users of research evidence have to cope with a plethora of reports of individual studies with no systematic attempt made to present new results in the context of similar studies. Although the need to synthesize research evidence has been recognized for well over two centuries, explicit methods for this form of research were not developed until the 20th century. The development of methods to reduce statistical imprecision using quantitative synthesis (meta-analysis) preceded the development of methods to reduce biases, the latter only beginning to receive proper attention during the last quarter of the 20th century. In this article, the authors identify some of the trends and highlights in this history, to which researchers in the physical, natural, and social sciences have all contributed, and speculate briefly about the “future history” of research synthesis.","2002-03-01","2025-05-19 11:44:48","2026-02-17 15:12:04","2025-05-19 11:44:48","12-37","","1","25","","Eval Health Prof","","","","","","SAGE Publications Inc","","EN","","","","","SAGE Journals","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2T8H46KW","journalArticle","2011","Mansley, L. M.; Donaldson, A. I.; Thrusfield, M. V.; Honhold, N.","Destructive tension: mathematics versus experience--the progress and control of the 2001 foot and mouth disease epidemic in Great Britain","Revue Scientifique Et Technique (International Office of Epizootics)","","0253-1933","10.20506/rst.30.2.2054","","The 2001 foot and mouth disease epidemic in Great Britain was characterised by control using both traditional and novel methods, some resulting from conclusions of mathematical models. Seven days before the implementation of the novel controversial automatic pre-emptive culling of all susceptible livestock on premises adjacent to infected premises (the 'contiguous cull'), the spread of infection had already been controlled by a combination of the traditional stamping out policy with a national movement ban on livestock. A second controversial novel policy requiring the slaughter of sheep within 3 km of premises on which disease had been confirmed (the 3-km cull) also commenced after the peak of infection spread, was untargeted and took several weeks to complete; serosurveillance of culled sheep detected infection in only one flock, suggesting that cryptic infection of sheep was not propagating the epidemic. Extensive post-epidemic serological surveillance of sheep found only a small number of seropositive animals in a very few flocks, suggesting that foot and mouth disease may self-limit in extensive sheep populations. The epidemic was finally brought to an end following the introduction of enhanced agricultural movement restrictions and biosecurity measures. A welfare culling scheme of unaffected animals was required to support the prolonged national livestock movement ban. The models that supported the contiguous culling policy were severely flawed, being based on data from dissimilar epidemics; used inaccurate background population data, and contained highly improbable biological assumptions about the temporal and quantitative parameters of infection and virus emission in infected herds and flocks.","2011-08","2025-05-23 20:09:52","2026-02-17 15:12:04","","483-498","","2","30","","Rev Sci Tech","Destructive tension","","","","","","","eng","","","","","PubMed","","","","","http://www.ncbi.nlm.nih.gov/pubmed/21961220","","Animals; Epidemics; Livestock; Foot-and-Mouth Disease; United Kingdom; Swine; Animal Welfare; Foot-and-Mouth Disease Virus; Goat Diseases; Goats; Sheep; Sheep Diseases; Swine Diseases","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M6YPUP2F","journalArticle","2011","Slauter, Will","Write up Your Dead: The bills of mortality and the London plague of 1665","Media History","","1368-8804","10.1080/13688804.2011.532371","https://doi.org/10.1080/13688804.2011.532371","Long before they were analyzed by demographers, the London bills of mortality circulated among the public, shaping the way people in the seventeenth century understood the geography of the city, the spread of disease, and the passage of time. Focusing on their role during the London plague of 1665, this article examines how the bills of mortality were produced, distributed, and interpreted. Reconstructing this process reveals how the reporting of the epidemic depended upon the collective efforts of hundreds of individuals acting at the local parish level. For better and for worse, the bills of mortality were collaborative texts that fed back into the collective behavior of the community.","2011-02-01","2025-06-18 17:31:06","2026-02-17 15:12:04","2025-06-18 17:31:06","1-15","","1","17","","","Write up Your Dead","","","","","Routledge","","","","","","","Taylor and Francis+NEJM","","tex.ids= slauterWRITEYOURDEAD2011a _eprint: https://doi.org/10.1080/13688804.2011.532371","","","","","London; bills of mortality; parish registers; periodicals; plague; printing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AVURH7NH","book","2003","Thomas, Keith","Religion and the Decline of Magic","","","","","https://www.penguin.co.uk/books/13672/religion-and-the-decline-of-magic-by-keith-thomas/9780140137446","Witchcraft, astrology, divination and every kind of popular magic flourished in England during the sixteenth and seventeenth centuries, from the belief that a blessed amulet could prevent the assaults of the Devil to the use of the same charms to recover stolen goods. At the same time the Protestant Reformation attempted to take the magic out of religion, and scientists were developing new explanations of the universe. Keith Thomas's classic analysis of beliefs held on every level of English society begins with the collapse of the medieval Church and ends with the changing intellectual atmosphere around 1700, when science and rationalism began to challenge the older systems of belief.","2003-01-30","2025-06-18 21:20:49","2026-02-17 15:12:04","2025-06-18 21:20:49","","","","","","","","","","","","","","en","","","","","www.penguin.co.uk","","","","/Users/kathsherratt/Zotero/storage/VYXEQI2J/9780140137446.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FHMK47HC","book","2006","Brown, Michael Jacoby","Building powerful community organizations: a personal guide to creating groups that can solve problems and change the world","","978-0-9771518-0-6","","","","","2006","2025-07-28 20:35:44","2026-02-17 15:12:04","","","393","","","","","Building powerful community organizations","","","","","Long Haul Press","Arlington, Mass","en","","","","","Library of Congress ISBN","HM766 .B76 2006","","","/Users/kathsherratt/Zotero/storage/Q8LAGPTN/Brown - 2006 - Building powerful community organizations a personal guide to creating groups that can solve proble.pdf","","","Citizens' associations; Community development; Community organization; Handbooks, manuals, etc; Organizational effectiveness; Social action","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GRCTH85A","journalArticle","2013","Christley, Robert M.; Mort, Maggie; Wynne, Brian; Wastling, Jonathan M.; Heathwaite, A. Louise; Pickup, Roger; Austin, Zoë; Latham, Sophia M.","“Wrong, but Useful”: Negotiating Uncertainty in Infectious Disease Modelling","PLOS ONE","","1932-6203","10.1371/journal.pone.0076277","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0076277","For infectious disease dynamical models to inform policy for containment of infectious diseases the models must be able to predict; however, it is well recognised that such prediction will never be perfect. Nevertheless, the consensus is that although models are uncertain, some may yet inform effective action. This assumes that the quality of a model can be ascertained in order to evaluate sufficiently model uncertainties, and to decide whether or not, or in what ways or under what conditions, the model should be ‘used’. We examined uncertainty in modelling, utilising a range of data: interviews with scientists, policy-makers and advisors, and analysis of policy documents, scientific publications and reports of major inquiries into key livestock epidemics. We show that the discourse of uncertainty in infectious disease models is multi-layered, flexible, contingent, embedded in context and plays a critical role in negotiating model credibility. We argue that usability and stability of a model is an outcome of the negotiation that occurs within the networks and discourses surrounding it. This negotiation employs a range of discursive devices that renders uncertainty in infectious disease modelling a plastic quality that is amenable to ‘interpretive flexibility’. The utility of models in the face of uncertainty is a function of this flexibility, the negotiation this allows, and the contexts in which model outputs are framed and interpreted in the decision making process. We contend that rather than being based predominantly on beliefs about quality, the usefulness and authority of a model may at times be primarily based on its functional status within the broad social and political environment in which it acts.","2013-10-16","2021-12-19 23:41:30","2026-02-17 15:12:04","2025-09-24 19:50:24","e76277","","10","8","","PLOS ONE","“Wrong, but Useful”","","","","","Public Library of Science","","en","","","","","PLoS Journals","","tex.ids= christleyWrongUsefulNegotiating2013","","/Users/kathsherratt/Zotero/storage/NVSU84Y5/Christley et al. - 2013 - “Wrong, but Useful” Negotiating Uncertainty in In.pdf; /Users/kathsherratt/Zotero/storage/HXXX5L7M/article.html","","","Decision making; Infectious disease epidemiology; Farms; Foot and mouth disease; Infectious disease modeling; Livestock; Veterinary diseases; Veterinary epidemiology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HXV2D5FJ","journalArticle","2018","Emrah Aydinonat, N.","The diversity of models as a means to better explanations in economics","Journal of Economic Methodology","","1350-178X","10.1080/1350178X.2018.1488478","https://doi.org/10.1080/1350178X.2018.1488478","In Economics Rules, Rodrik [(2015). Economics rules: Why economics works, when it fails, and how to tell the difference. Oxford: Oxford University Press] argues that what makes economics powerful despite the limitations of each and every model is its diversity of models. Rodrik suggests that the diversity of models in economics improves its explanatory capacities, but he does not fully explain how. I offer a clearer picture of how models relate to explanations of particular economic facts or events, and suggest that the diversity of models is a means to better economic explanations.","2018-07-03","2025-11-09 22:34:05","2026-02-17 15:12:04","2025-11-09 22:34:05","237-251","","3","25","","","","","","","","Routledge","","","","","","","Taylor and Francis+NEJM","","_eprint: https://doi.org/10.1080/1350178X.2018.1488478","","/Users/kathsherratt/Zotero/storage/HU9PSJBP/Emrah Aydinonat - 2018 - The diversity of models as a means to better explanations in economics.pdf","","","B40; B41; diversity of models; explanation; functions of models; how-possibly reasoning; Theoretical models","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y9JYJZQ9","conferencePaper","2019","Mitchell, Margaret; Wu, Simone; Zaldivar, Andrew; Barnes, Parker; Vasserman, Lucy; Hutchinson, Ben; Spitzer, Elena; Raji, Inioluwa Deborah; Gebru, Timnit","Model Cards for Model Reporting","Proceedings of the Conference on Fairness, Accountability, and Transparency","","","10.1145/3287560.3287596","http://arxiv.org/abs/1810.03993","Trained machine learning models are increasingly used to perform high-impact tasks in areas such as law enforcement, medicine, education, and employment. In order to clarify the intended use cases of machine learning models and minimize their usage in contexts for which they are not well suited, we recommend that released models be accompanied by documentation detailing their performance characteristics. In this paper, we propose a framework that we call model cards, to encourage such transparent model reporting. Model cards are short documents accompanying trained machine learning models that provide benchmarked evaluation in a variety of conditions, such as across different cultural, demographic, or phenotypic groups (e.g., race, geographic location, sex, Fitzpatrick skin type) and intersectional groups (e.g., age and race, or sex and Fitzpatrick skin type) that are relevant to the intended application domains. Model cards also disclose the context in which models are intended to be used, details of the performance evaluation procedures, and other relevant information. While we focus primarily on human-centered machine learning models in the application fields of computer vision and natural language processing, this framework can be used to document any trained machine learning model. To solidify the concept, we provide cards for two supervised models: One trained to detect smiling faces in images, and one trained to detect toxic comments in text. We propose model cards as a step towards the responsible democratization of machine learning and related AI technology, increasing transparency into how well AI technology works. We hope this work encourages those releasing trained machine learning models to accompany model releases with similar detailed evaluation numbers and other relevant documentation.","2019-01-29","2025-11-14 00:41:03","2026-02-17 15:12:04","2025-11-14 00:41:03","220-229","","","","","","","","","","","","","","","","","","arXiv.org","","arXiv:1810.03993 [cs]","","/Users/kathsherratt/Zotero/storage/36ZQ2U95/1810.html; /Users/kathsherratt/Zotero/storage/GCL9XK4P/Mitchell et al. - 2019 - Model Cards for Model Reporting.pdf","","","Computer Science - Machine Learning; Computer Science - Artificial Intelligence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5RU2N4TH","journalArticle","1965","Schumm, S. A.; Lichty, R. W.","Time, space, and causality in geomorphology","American Journal of Science","","","10.2475/ajs.263.2.110","https://ajsonline.org/article/61294-time-space-and-causality-in-geomorphology","Distinctions between cause and effect in landform development depend on the span of time involved and the size of the geomorphic system under consideration. Depending upon the temporal and areal frame of reference, variables such as channel morphology may be either dependent or independent. In terms of geologic time, landforms represent a stage in an erosion cycle and are dependent on time. On a short-term basis, components of geomorphic systems may be regarded as systems in dynamic equilibrium or in a steady state and are independent of time.","1965-02-01","2025-11-17 14:49:09","2026-02-17 15:12:04","2025-11-17 14:49:09","110-119","","2","263","","American Journal of Science","","","","","","American Journal of Science","","en","","","","","ajsonline.org","","","","/Users/kathsherratt/Zotero/storage/F2PAB5HN/Schumm and Lichty - 1965 - Time, space, and causality in geomorphology.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VRXS5Z4Q","journalArticle","2011","Pennell, Christopher; Reichler, Thomas","On the Effective Number of Climate Models","Journal of Climate","","0894-8755, 1520-0442","10.1175/2010JCLI3814.1","https://journals.ametsoc.org/view/journals/clim/24/9/2010jcli3814.1.xml","Projections of future climate change are increasingly based on the output of many different models. Typically, the mean over all model simulations is considered as the optimal prediction, with the underlying assumption that different models provide statistically independent information evenly distributed around the true state. However, there is reason to believe that this is not the best assumption. Coupled models are of comparable complexity and are constructed in similar ways. Some models share parts of the same code and some models are even developed at the same center. Therefore, the limitations of these models tend to be fairly similar, contributing to the well-known problem of common model biases and possibly to an unrealistically small spread in the outcomes of model predictions. This study attempts to quantify the extent of this problem by asking how many models there effectively are and how to best determine this number. Quantifying the effective number of models is achieved by evaluating 24 state-of-the-art models and their ability to simulate broad aspects of twentieth-century climate. Using two different approaches, the amount of unique information in the ensemble is calculated and the effective ensemble size is found to be much smaller than the actual number of models. As more models are included in an ensemble, the amount of new information diminishes in proportion. Furthermore, this reduction is found to go beyond the problem of “same center” models and systemic similarities are seen to exist across all models. The results suggest that current methodologies for the interpretation of multimodel ensembles may lead to overly confident climate predictions.","2011-05-01","2026-01-12 14:27:25","2026-02-17 15:12:04","2026-01-12 14:27:25","2358-2367","","9","24","","","","","","","","American Meteorological Society","","EN","","","","","journals.ametsoc.org","","","","/Users/kathsherratt/Zotero/storage/WFAK4B6J/Pennell and Reichler - 2011 - On the Effective Number of Climate Models.pdf","","","Ensembles; Climate models; Climate change; Model evaluation/performance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Journal of Climate","","","",""
"DSHWX32I","journalArticle","2018","Hall, Kara L.; Vogel, Amanda L.; Huang, Grace C.; Serrano, Katrina J.; Rice, Elise L.; Tsakraklides, Sophia P.; Fiore, Stephen M.","The science of team science: A review of the empirical evidence and research gaps on collaboration in science","American Psychologist","","1935-990X","10.1037/amp0000319","","Collaborations among researchers and across disciplinary, organizational, and cultural boundaries are vital to address increasingly complex challenges and opportunities in science and society. In addition, unprecedented technological advances create new opportunities to capitalize on a broader range of expertise and information in scientific collaborations. Yet rapid increases in the demand for scientific collaborations have outpaced changes in the factors needed to support teams in science, such as institutional structures and policies, scientific culture, and funding opportunities. The Science of Team Science (SciTS) field arose with the goal of empirically addressing questions from funding agencies, administrators, and scientists regarding the value of team science (TS) and strategies for successfully leading, engaging in, facilitating, and supporting science teams. Closely related fields have rich histories studying teams, groups, organizations, and management and have built a body of evidence for effective teaming in contexts such as industry and the military. Yet few studies had focused on science teams. Unique contextual factors within the scientific enterprise create an imperative to study these teams in context, and provide opportunities to advance understanding of other complex forms of collaboration. This review summarizes the empirical findings from the SciTS literature, which center around five key themes: the value of TS, team composition and its influence on TS performance, formation of science teams, team processes central to effective team functioning, and institutional influences on TS. Cross-cutting issues are discussed in the context of new research opportunities to further advance SciTS evidence and better inform policies and practices for effective TS. (PsycInfo Database Record (c) 2025 APA, all rights reserved)","2018","2023-02-08 13:02:32","2026-04-01 20:20:19","","532-548","","4","73","","","The science of team science","","","","","American Psychological Association","US","","","","","","APA PsycNet","","tex.ids= hallScienceTeamScience2018, hallScienceTeamScience2018a place: US","","/Users/kathsherratt/Zotero/storage/37EQB92F/Hall et al. - 2018 - The science of team science A review of the empir.pdf; /Users/kathsherratt/Zotero/storage/FLMCY7YS/Hall et al. - 2018 - The science of team science A review of the empirical evidence and research gaps on collaboration i.pdf; ; /Users/kathsherratt/Zotero/storage/U8PTK9SC/doiLanding.html","https://www.researchgate.net/publication/325349088_The_science_of_team_science_A_review_of_the_empirical_evidence_and_research_gaps_on_collaboration_in_science","","Collaboration; Group Dynamics; Interdisciplinary Research; Sciences; Teams","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87W6DDJP","journalArticle","2021","Williams, Cameron J.; Wilson, Kevin J.; Wilson, Nina","A Comparison of Prior Elicitation Aggregation Using the Classical Method and SHELF","Journal of the Royal Statistical Society Series A: Statistics in Society","","0964-1998","10.1111/rssa.12691","https://doi.org/10.1111/rssa.12691","Subjective Bayesian prior distributions elicited from experts can be aggregated together to form group priors. This paper compares aggregated priors formed by equal weight aggregation, the classical method and the Sheffield elicitation framework to each other and individual expert priors, using an expert elicitation carried out for a clinical trial. Aggregation methods and individual expert prior distributions are compared using proper scoring rules to compare the informativeness and calibration of the distributions. The three aggregation methods outperform the individual experts, and the Sheffield elicitation framework performs best among them.","2021-07-01","2026-01-19 20:42:44","2026-02-17 15:12:04","2026-01-19 20:42:44","920-940","","3","184","","J R Stat Soc Ser A Stat Soc","","","","","","","","","","","","","Silverchair","","","","/Users/kathsherratt/Zotero/storage/QSX97ZZF/Williams et al. - 2021 - A Comparison of Prior Elicitation Aggregation Using the Classical Method and SHELF.pdf; /Users/kathsherratt/Zotero/storage/IYWDB2V4/rssa.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FB6CUBL3","journalArticle","2015","Montibeller, Gilberto; von Winterfeldt, Detlof","Cognitive and Motivational Biases in Decision and Risk Analysis","Risk Analysis","","1539-6924","10.1111/risa.12360","https://onlinelibrary.wiley.com/doi/abs/10.1111/risa.12360","Behavioral decision research has demonstrated that judgments and decisions of ordinary people and experts are subject to numerous biases. Decision and risk analysis were designed to improve judgments and decisions and to overcome many of these biases. However, when eliciting model components and parameters from decisionmakers or experts, analysts often face the very biases they are trying to help overcome. When these inputs are biased they can seriously reduce the quality of the model and resulting analysis. Some of these biases are due to faulty cognitive processes; some are due to motivations for preferred analysis outcomes. This article identifies the cognitive and motivational biases that are relevant for decision and risk analysis because they can distort analysis inputs and are difficult to correct. We also review and provide guidance about the existing debiasing techniques to overcome these biases. In addition, we describe some biases that are less relevant because they can be corrected by using logic or decomposing the elicitation task. We conclude the article with an agenda for future research.","2015","2026-01-19 20:58:30","2026-02-17 15:12:04","2026-01-19 20:58:30","1230-1251","","7","35","","","","","","","","","","en","© 2015 Society for Risk Analysis","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1111/risa.12360","","/Users/kathsherratt/Zotero/storage/5WPU74D9/Montibeller and von Winterfeldt - 2015 - Cognitive and Motivational Biases in Decision and Risk Analysis.pdf; /Users/kathsherratt/Zotero/storage/QXPFD2HD/risa.html","","","risk analysis; Cognitive biases; decision analysis; decision modeling; motivational biases","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
